I	0	1000	72	telomeres
I	1000	2000	71	telomeres
I	2000	3000	72	telomeres
I	3000	4000	71	telomeres
I	4000	5000	72	telomeres
I	5000	6000	72	telomeres
I	6000	7000	72	telomeres
I	7000	8000	72	telomeres
I	8000	9000	32	telomeres
I	13000	14000	1	telomeres
I	14000	15000	1	telomeres
I	20000	21000	1	telomeres
I	24000	25000	3	telomeres
I	26000	27000	1	telomeres
I	28000	29000	4	telomeres
I	31000	32000	1	telomeres
I	32000	33000	2	telomeres
I	34000	35000	1	telomeres
I	35000	36000	1	telomeres
I	39000	40000	1	telomeres
I	41000	42000	1	telomeres
I	57000	58000	1	telomeres
I	60000	61000	1	telomeres
I	64000	65000	2	telomeres
I	66000	67000	1	telomeres
I	67000	68000	1	telomeres
I	68000	69000	1	telomeres
I	73000	74000	3	telomeres
I	78000	79000	3	telomeres
I	81000	82000	1	telomeres
I	84000	85000	2	telomeres
I	88000	89000	1	telomeres
I	93000	94000	1	telomeres
I	94000	95000	1	telomeres
I	95000	96000	3	telomeres
I	96000	97000	3	telomeres
I	97000	98000	1	telomeres
I	98000	99000	1	telomeres
I	105000	106000	2	telomeres
I	106000	107000	1	telomeres
I	107000	108000	1	telomeres
I	108000	109000	1	telomeres
I	116000	117000	1	telomeres
I	119000	120000	1	telomeres
I	120000	121000	1	telomeres
I	123000	124000	1	telomeres
I	125000	126000	1	telomeres
I	135000	136000	2	telomeres
I	153000	154000	1	telomeres
I	154000	155000	2	telomeres
I	162000	163000	2	telomeres
I	166000	167000	1	telomeres
I	170000	171000	1	telomeres
I	191000	192000	7	telomeres
I	195000	196000	2	telomeres
I	197000	198000	1	telomeres
I	198000	199000	1	telomeres
I	206000	207000	3	telomeres
I	207000	208000	6	telomeres
I	208000	209000	1	telomeres
I	211000	212000	1	telomeres
I	213000	214000	1	telomeres
I	214000	215000	4	telomeres
I	215000	216000	1	telomeres
I	216000	217000	2	telomeres
I	217000	218000	1	telomeres
I	218000	219000	2	telomeres
I	228000	229000	1	telomeres
I	230000	231000	1	telomeres
I	237000	238000	1	telomeres
I	239000	240000	4	telomeres
I	240000	241000	1	telomeres
I	245000	246000	1	telomeres
I	251000	252000	1	telomeres
I	254000	255000	3	telomeres
I	260000	261000	2	telomeres
I	261000	262000	1	telomeres
I	263000	264000	1	telomeres
I	270000	271000	1	telomeres
I	274000	275000	1	telomeres
I	277000	278000	1	telomeres
I	280000	281000	1	telomeres
I	281000	282000	1	telomeres
I	282000	283000	2	telomeres
I	283000	284000	3	telomeres
I	290000	291000	1	telomeres
I	294000	295000	2	telomeres
I	300000	301000	1	telomeres
I	301000	302000	1	telomeres
I	302000	303000	3	telomeres
I	303000	304000	1	telomeres
I	304000	305000	3	telomeres
I	310000	311000	1	telomeres
I	315000	316000	1	telomeres
I	320000	321000	1	telomeres
I	330000	331000	2	telomeres
I	331000	332000	1	telomeres
I	336000	337000	2	telomeres
I	339000	340000	1	telomeres
I	341000	342000	1	telomeres
I	342000	343000	5	telomeres
I	343000	344000	1	telomeres
I	344000	345000	1	telomeres
I	348000	349000	1	telomeres
I	351000	352000	2	telomeres
I	353000	354000	4	telomeres
I	355000	356000	1	telomeres
I	357000	358000	3	telomeres
I	358000	359000	3	telomeres
I	360000	361000	2	telomeres
I	361000	362000	1	telomeres
I	362000	363000	1	telomeres
I	364000	365000	1	telomeres
I	374000	375000	1	telomeres
I	378000	379000	1	telomeres
I	379000	380000	1	telomeres
I	380000	381000	1	telomeres
I	381000	382000	1	telomeres
I	383000	384000	2	telomeres
I	385000	386000	3	telomeres
I	386000	387000	1	telomeres
I	387000	388000	2	telomeres
I	388000	389000	3	telomeres
I	391000	392000	1	telomeres
I	405000	406000	2	telomeres
I	408000	409000	1	telomeres
I	413000	414000	1	telomeres
I	414000	415000	1	telomeres
I	415000	416000	1	telomeres
I	424000	425000	4	telomeres
I	425000	426000	11	telomeres
I	430000	431000	5	telomeres
I	431000	432000	1	telomeres
I	437000	438000	1	telomeres
I	438000	439000	1	telomeres
I	439000	440000	1	telomeres
I	441000	442000	1	telomeres
I	442000	443000	1	telomeres
I	447000	448000	1	telomeres
I	452000	453000	1	telomeres
I	453000	454000	1	telomeres
I	456000	457000	2	telomeres
