I	0	1000	56	telomeres
I	8000	9000	2	telomeres
I	12000	13000	1	telomeres
I	15000	16000	2	telomeres
I	22000	23000	1	telomeres
I	27000	28000	1	telomeres
I	31000	32000	1	telomeres
I	34000	35000	3	telomeres
I	36000	37000	4	telomeres
I	39000	40000	1	telomeres
I	41000	42000	1	telomeres
I	43000	44000	1	telomeres
I	45000	46000	1	telomeres
I	46000	47000	2	telomeres
I	47000	48000	1	telomeres
I	49000	50000	2	telomeres
I	52000	53000	1	telomeres
I	54000	55000	1	telomeres
I	55000	56000	2	telomeres
I	57000	58000	7	telomeres
I	62000	63000	1	telomeres
I	63000	64000	3	telomeres
I	68000	69000	2	telomeres
I	72000	73000	1	telomeres
I	73000	74000	1	telomeres
I	78000	79000	1	telomeres
I	80000	81000	1	telomeres
I	81000	82000	1	telomeres
I	83000	84000	1	telomeres
I	86000	87000	1	telomeres
I	97000	98000	1	telomeres
I	98000	99000	1	telomeres
I	108000	109000	1	telomeres
I	110000	111000	1	telomeres
I	111000	112000	1	telomeres
I	113000	114000	1	telomeres
I	120000	121000	1	telomeres
I	122000	123000	3	telomeres
I	123000	124000	1	telomeres
I	124000	125000	1	telomeres
I	126000	127000	1	telomeres
I	129000	130000	1	telomeres
I	138000	139000	1	telomeres
I	144000	145000	1	telomeres
I	145000	146000	1	telomeres
I	151000	152000	1	telomeres
I	155000	156000	2	telomeres
I	159000	160000	4	telomeres
I	162000	163000	1	telomeres
I	163000	164000	1	telomeres
I	169000	170000	1	telomeres
I	170000	171000	1	telomeres
I	171000	172000	1	telomeres
I	173000	174000	1	telomeres
I	175000	176000	2	telomeres
I	176000	177000	1	telomeres
I	182000	183000	1	telomeres
I	184000	185000	2	telomeres
I	185000	186000	1	telomeres
I	188000	189000	3	telomeres
I	194000	195000	1	telomeres
I	198000	199000	1	telomeres
I	199000	200000	1	telomeres
I	201000	202000	1	telomeres
I	202000	203000	1	telomeres
I	207000	208000	1	telomeres
I	209000	210000	1	telomeres
I	211000	212000	2	telomeres
I	214000	215000	1	telomeres
I	216000	217000	1	telomeres
I	223000	224000	1	telomeres
I	230000	231000	1	telomeres
I	236000	237000	1	telomeres
I	245000	246000	1	telomeres
I	248000	249000	1	telomeres
I	249000	250000	2	telomeres
I	252000	253000	1	telomeres
I	256000	257000	4	telomeres
I	257000	258000	1	telomeres
I	259000	260000	1	telomeres
I	260000	261000	1	telomeres
I	261000	262000	4	telomeres
I	263000	264000	3	telomeres
I	266000	267000	1	telomeres
I	275000	276000	1	telomeres
I	276000	277000	3	telomeres
I	278000	279000	1	telomeres
I	279000	280000	1	telomeres
I	283000	284000	3	telomeres
I	286000	287000	1	telomeres
I	287000	288000	1	telomeres
I	290000	291000	1	telomeres
I	292000	293000	2	telomeres
I	293000	294000	1	telomeres
I	296000	297000	1	telomeres
I	297000	298000	1	telomeres
I	302000	303000	1	telomeres
I	306000	307000	3	telomeres
I	308000	309000	2	telomeres
I	319000	320000	1	telomeres
I	324000	325000	1	telomeres
I	325000	326000	1	telomeres
I	333000	334000	1	telomeres
I	334000	335000	1	telomeres
I	336000	337000	1	telomeres
I	340000	341000	1	telomeres
I	345000	346000	1	telomeres
I	365000	366000	1	telomeres
I	369000	370000	1	telomeres
I	372000	373000	2	telomeres
I	373000	374000	1	telomeres
I	377000	378000	1	telomeres
I	378000	379000	1	telomeres
I	380000	381000	1	telomeres
I	387000	388000	1	telomeres
I	388000	389000	1	telomeres
I	391000	392000	4	telomeres
I	392000	393000	3	telomeres
I	393000	394000	1	telomeres
I	395000	396000	2	telomeres
I	396000	397000	1	telomeres
I	399000	400000	1	telomeres
I	404000	405000	1	telomeres
I	409000	410000	4	telomeres
I	410000	411000	1	telomeres
I	411000	412000	1	telomeres
I	416000	417000	1	telomeres
I	417000	418000	2	telomeres
I	418000	419000	1	telomeres
I	420000	421000	1	telomeres
I	422000	423000	1	telomeres
I	424000	425000	1	telomeres
