III	16000	17000	2	telomeres
III	22000	23000	1	telomeres
III	52000	53000	1	telomeres
III	55000	56000	1	telomeres
III	58000	59000	1	telomeres
III	66000	67000	1	telomeres
III	72000	73000	1	telomeres
III	73000	74000	1	telomeres
III	78000	79000	2	telomeres
III	79000	80000	4	telomeres
III	82000	83000	1	telomeres
III	91000	92000	1	telomeres
III	95000	96000	1	telomeres
III	96000	97000	1	telomeres
III	99000	100000	1	telomeres
III	100000	101000	1	telomeres
III	103000	104000	1	telomeres
III	105000	106000	1	telomeres
III	111000	112000	1	telomeres
III	112000	113000	2	telomeres
III	129000	130000	1	telomeres
III	132000	133000	1	telomeres
III	135000	136000	1	telomeres
III	137000	138000	1	telomeres
III	138000	139000	1	telomeres
III	143000	144000	1	telomeres
III	146000	147000	3	telomeres
III	166000	167000	1	telomeres
III	178000	179000	1	telomeres
III	192000	193000	1	telomeres
III	195000	196000	2	telomeres
III	200000	201000	1	telomeres
III	213000	214000	1	telomeres
III	219000	220000	1	telomeres
III	223000	224000	1	telomeres
III	228000	229000	1	telomeres
III	242000	243000	1	telomeres
III	243000	244000	2	telomeres
III	256000	257000	2	telomeres
III	264000	265000	1	telomeres
III	265000	266000	1	telomeres
III	269000	270000	1	telomeres
III	271000	272000	1	telomeres
III	274000	275000	2	telomeres
III	280000	281000	1	telomeres
III	284000	285000	1	telomeres
III	297000	298000	1	telomeres
III	298000	299000	1	telomeres
III	312000	313000	1	telomeres
III	315000	316000	2	telomeres
III	316000	317000	1	telomeres
III	317000	318000	4	telomeres
III	319000	320000	1	telomeres
III	321000	322000	1	telomeres
III	330000	331000	1	telomeres
III	332000	333000	1	telomeres
III	335000	336000	1	telomeres
III	336000	337000	1	telomeres
III	339000	340000	1	telomeres
III	340000	341000	1	telomeres
III	344000	345000	1	telomeres
III	349000	350000	1	telomeres
III	350000	351000	1	telomeres
III	353000	354000	1	telomeres
III	354000	355000	1	telomeres
III	355000	356000	1	telomeres
III	356000	357000	1	telomeres
III	361000	362000	1	telomeres
III	365000	366000	1	telomeres
III	367000	368000	1	telomeres
III	387000	388000	1	telomeres
III	401000	402000	2	telomeres
III	408000	409000	1	telomeres
III	410000	411000	1	telomeres
III	411000	412000	1	telomeres
III	414000	415000	1	telomeres
III	428000	429000	1	telomeres
III	431000	432000	1	telomeres
III	434000	435000	2	telomeres
III	435000	436000	1	telomeres
III	436000	437000	1	telomeres
III	438000	439000	1	telomeres
III	439000	440000	1	telomeres
III	441000	442000	1	telomeres
III	443000	444000	2	telomeres
III	444000	445000	1	telomeres
III	450000	451000	1	telomeres
III	452000	453000	2	telomeres
III	460000	461000	1	telomeres
III	474000	475000	1	telomeres
III	476000	477000	1	telomeres
III	477000	478000	1	telomeres
III	481000	482000	1	telomeres
III	487000	488000	1	telomeres
III	488000	489000	1	telomeres
III	490000	491000	1	telomeres
III	491000	492000	1	telomeres
III	499000	500000	1	telomeres
III	502000	503000	1	telomeres
III	505000	506000	1	telomeres
III	512000	513000	1	telomeres
III	513000	514000	2	telomeres
III	515000	516000	2	telomeres
III	525000	526000	1	telomeres
III	529000	530000	1	telomeres
III	532000	533000	1	telomeres
III	535000	536000	1	telomeres
III	538000	539000	1	telomeres
III	541000	542000	1	telomeres
III	543000	544000	1	telomeres
III	548000	549000	1	telomeres
III	560000	561000	1	telomeres
III	569000	570000	1	telomeres
III	570000	571000	1	telomeres
III	573000	574000	1	telomeres
III	580000	581000	1	telomeres
III	588000	589000	1	telomeres
