I	0	10000	22	3505	10000	0.3505000
I	10000	20000	23	5395	10000	0.5395000
I	20000	30000	29	5186	10000	0.5186000
I	30000	40000	17	5509	10000	0.5509000
I	40000	50000	3	1501	10000	0.1501000
I	50000	60000	13	3656	10000	0.3656000
I	60000	70000	32	4165	10000	0.4165000
I	70000	80000	20	3923	10000	0.3923000
I	80000	90000	0	0	10000	0.0000000
I	90000	100000	24	2256	10000	0.2256000
I	100000	110000	15	1851	10000	0.1851000
I	110000	120000	17	2748	10000	0.2748000
I	120000	130000	17	1966	10000	0.1966000
I	130000	140000	7	6791	10000	0.6791000
I	140000	150000	13	6982	10000	0.6982000
I	150000	160000	4	531	10000	0.0531000
I	160000	170000	10	654	10000	0.0654000
I	170000	180000	3	161	10000	0.0161000
I	180000	190000	32	1420	10000	0.1420000
I	190000	200000	2	329	10000	0.0329000
I	200000	210000	22	2167	10000	0.2167000
I	210000	220000	19	3069	10000	0.3069000
I	220000	230000	19	2371	10000	0.2371000
I	230000	240000	16	1896	10000	0.1896000
I	240000	250000	4	444	10000	0.0444000
I	250000	260000	15	1290	10000	0.1290000
I	260000	270000	14	1021	10000	0.1021000
I	270000	280000	28	3107	10000	0.3107000
I	280000	290000	14	4749	10000	0.4749000
I	290000	300000	21	2748	10000	0.2748000
I	300000	310000	16	3971	10000	0.3971000
I	310000	320000	22	5608	10000	0.5608000
I	320000	330000	24	3043	10000	0.3043000
I	330000	340000	26	3749	10000	0.3749000
I	340000	350000	15	4302	10000	0.4302000
I	350000	360000	14	2769	10000	0.2769000
I	360000	370000	15	2420	10000	0.2420000
I	370000	380000	19	3880	10000	0.3880000
I	380000	390000	20	2678	10000	0.2678000
I	390000	400000	6	686	10000	0.0686000
I	400000	410000	16	4301	10000	0.4301000
I	410000	420000	10	2229	10000	0.2229000
I	420000	430000	5	952	10000	0.0952000
I	430000	440000	10	2238	10000	0.2238000
I	440000	450000	12	2793	10000	0.2793000
I	450000	460000	5	435	10000	0.0435000
I	460000	470000	7	1001	10000	0.1001000
I	470000	480000	13	3444	10000	0.3444000
I	480000	490000	20	3919	10000	0.3919000
I	490000	500000	10	1556	10000	0.1556000
I	500000	510000	7	1682	10000	0.1682000
I	510000	520000	15	2612	10000	0.2612000
I	520000	530000	10	1780	10000	0.1780000
I	530000	540000	34	3237	10000	0.3237000
I	540000	550000	12	1923	10000	0.1923000
I	550000	560000	0	0	10000	0.0000000
I	560000	570000	1	309	10000	0.0309000
I	570000	580000	115	2930	10000	0.2930000
I	580000	590000	7	357	10000	0.0357000
I	590000	600000	28	2279	10000	0.2279000
I	600000	610000	16	2478	10000	0.2478000
I	610000	620000	26	3448	10000	0.3448000
I	620000	630000	4	362	10000	0.0362000
I	630000	640000	0	0	10000	0.0000000
I	640000	650000	3	270	10000	0.0270000
I	650000	660000	52	3680	10000	0.3680000
I	660000	670000	6	891	10000	0.0891000
I	670000	680000	3	493	10000	0.0493000
I	680000	690000	30	2997	10000	0.2997000
I	690000	700000	10	2355	10000	0.2355000
I	700000	710000	11	2544	10000	0.2544000
I	710000	720000	9	1405	10000	0.1405000
I	720000	730000	8	1031	10000	0.1031000
I	730000	740000	26	1883	10000	0.1883000
I	740000	750000	36	2144	10000	0.2144000
I	750000	760000	9	1923	10000	0.1923000
I	760000	770000	4	425	10000	0.0425000
I	770000	780000	0	0	10000	0.0000000
I	780000	790000	2	267	10000	0.0267000
I	790000	800000	3	579	10000	0.0579000
I	800000	810000	21	2472	10000	0.2472000
I	810000	820000	14	4260	10000	0.4260000
I	820000	830000	7	1059	10000	0.1059000
I	830000	840000	8	1916	10000	0.1916000
I	840000	850000	17	3190	10000	0.3190000
I	850000	860000	25	6258	10000	0.6258000
I	860000	870000	10	1414	10000	0.1414000
I	870000	880000	9	1506	10000	0.1506000
I	880000	890000	14	2381	10000	0.2381000
I	890000	900000	10	1200	10000	0.1200000
I	900000	910000	7	1738	10000	0.1738000
I	910000	920000	12	2079	10000	0.2079000
I	920000	930000	8	3870	10000	0.3870000
I	930000	940000	27	2659	10000	0.2659000
I	940000	950000	18	544	10000	0.0544000
I	950000	960000	15	463	10000	0.0463000
I	960000	970000	33	3960	10000	0.3960000
I	970000	980000	17	1898	10000	0.1898000
I	980000	990000	32	4328	10000	0.4328000
I	990000	1000000	29	3138	10000	0.3138000
I	1000000	1010000	27	2415	10000	0.2415000
I	1010000	1020000	8	773	10000	0.0773000
I	1020000	1030000	24	1967	10000	0.1967000
I	1030000	1040000	2	61	10000	0.0061000
I	1040000	1050000	0	0	10000	0.0000000
I	1050000	1060000	21	1702	10000	0.1702000
I	1060000	1070000	25	3701	10000	0.3701000
I	1070000	1080000	17	4124	10000	0.4124000
I	1080000	1090000	13	2535	10000	0.2535000
I	1090000	1100000	19	2169	10000	0.2169000
I	1100000	1110000	13	1306	10000	0.1306000
I	1110000	1120000	4	519	10000	0.0519000
I	1120000	1130000	2	180	10000	0.0180000
I	1130000	1140000	5	737	10000	0.0737000
I	1140000	1150000	10	646	10000	0.0646000
I	1150000	1160000	6	376	10000	0.0376000
I	1160000	1170000	15	1909	10000	0.1909000
I	1170000	1180000	22	2858	10000	0.2858000
I	1180000	1190000	21	1920	10000	0.1920000
I	1190000	1200000	13	3621	10000	0.3621000
I	1200000	1210000	12	2294	10000	0.2294000
I	1210000	1220000	14	3107	10000	0.3107000
I	1220000	1230000	13	647	10000	0.0647000
I	1230000	1240000	5	365	10000	0.0365000
I	1240000	1250000	24	1471	10000	0.1471000
I	1250000	1260000	10	1329	10000	0.1329000
I	1260000	1270000	9	1653	10000	0.1653000
I	1270000	1280000	12	2418	10000	0.2418000
I	1280000	1290000	7	413	10000	0.0413000
I	1290000	1300000	19	3481	10000	0.3481000
I	1300000	1310000	4	521	10000	0.0521000
I	1310000	1320000	26	1900	10000	0.1900000
I	1320000	1330000	16	1422	10000	0.1422000
I	1330000	1340000	34	2173	10000	0.2173000
I	1340000	1350000	7	1625	10000	0.1625000
I	1350000	1360000	21	3388	10000	0.3388000
I	1360000	1370000	24	2809	10000	0.2809000
I	1370000	1380000	23	3057	10000	0.3057000
I	1380000	1390000	11	2188	10000	0.2188000
I	1390000	1400000	28	3037	10000	0.3037000
I	1400000	1410000	6	225	10000	0.0225000
I	1410000	1420000	16	2126	10000	0.2126000
I	1420000	1430000	19	2398	10000	0.2398000
I	1430000	1440000	8	1310	10000	0.1310000
I	1440000	1450000	3	230	10000	0.0230000
I	1450000	1460000	6	1157	10000	0.1157000
I	1460000	1470000	1	77	10000	0.0077000
I	1470000	1480000	0	0	10000	0.0000000
I	1480000	1490000	2	408	10000	0.0408000
I	1490000	1500000	34	1635	10000	0.1635000
I	1500000	1510000	7	834	10000	0.0834000
I	1510000	1520000	20	1780	10000	0.1780000
I	1520000	1530000	0	0	10000	0.0000000
I	1530000	1540000	4	906	10000	0.0906000
I	1540000	1550000	1	66	10000	0.0066000
I	1550000	1560000	31	1867	10000	0.1867000
I	1560000	1570000	43	2960	10000	0.2960000
I	1570000	1580000	14	1992	10000	0.1992000
I	1580000	1590000	11	3153	10000	0.3153000
I	1590000	1600000	24	2802	10000	0.2802000
I	1600000	1610000	0	0	10000	0.0000000
I	1610000	1620000	12	2979	10000	0.2979000
I	1620000	1630000	12	2050	10000	0.2050000
I	1630000	1640000	10	1238	10000	0.1238000
I	1640000	1650000	3	162	10000	0.0162000
I	1650000	1660000	37	2494	10000	0.2494000
I	1660000	1670000	15	2291	10000	0.2291000
I	1670000	1680000	7	1532	10000	0.1532000
I	1680000	1690000	21	3286	10000	0.3286000
I	1690000	1700000	15	2242	10000	0.2242000
I	1700000	1710000	9	1357	10000	0.1357000
I	1710000	1720000	2	86	10000	0.0086000
I	1720000	1730000	14	3471	10000	0.3471000
I	1730000	1740000	16	3503	10000	0.3503000
I	1740000	1750000	16	1009	10000	0.1009000
I	1750000	1760000	9	1854	10000	0.1854000
I	1760000	1770000	22	1948	10000	0.1948000
I	1770000	1780000	16	3196	10000	0.3196000
I	1780000	1790000	29	3549	10000	0.3549000
I	1790000	1800000	24	1160	10000	0.1160000
I	1800000	1810000	15	2872	10000	0.2872000
I	1810000	1820000	13	2397	10000	0.2397000
I	1820000	1830000	12	3320	10000	0.3320000
I	1830000	1840000	15	2648	10000	0.2648000
I	1840000	1850000	11	1837	10000	0.1837000
I	1850000	1860000	0	0	10000	0.0000000
I	1860000	1870000	0	0	10000	0.0000000
I	1870000	1880000	16	1515	10000	0.1515000
I	1880000	1890000	13	2272	10000	0.2272000
I	1890000	1900000	18	3934	10000	0.3934000
I	1900000	1910000	19	1744	10000	0.1744000
I	1910000	1920000	15	2128	10000	0.2128000
I	1920000	1930000	20	1533	10000	0.1533000
I	1930000	1940000	8	1262	10000	0.1262000
I	1940000	1950000	4	948	10000	0.0948000
I	1950000	1960000	19	2819	10000	0.2819000
I	1960000	1970000	37	2661	10000	0.2661000
I	1970000	1980000	34	3191	10000	0.3191000
I	1980000	1990000	24	2222	10000	0.2222000
I	1990000	2000000	38	2862	10000	0.2862000
I	2000000	2010000	17	1400	10000	0.1400000
I	2010000	2020000	7	2202	10000	0.2202000
I	2020000	2030000	14	3370	10000	0.3370000
I	2030000	2040000	1	108	10000	0.0108000
I	2040000	2050000	0	0	10000	0.0000000
I	2050000	2060000	11	1512	10000	0.1512000
I	2060000	2070000	10	1731	10000	0.1731000
I	2070000	2080000	0	0	10000	0.0000000
I	2080000	2090000	0	0	10000	0.0000000
I	2090000	2100000	5	576	10000	0.0576000
I	2100000	2110000	10	2908	10000	0.2908000
I	2110000	2120000	7	1478	10000	0.1478000
I	2120000	2130000	22	2596	10000	0.2596000
I	2130000	2140000	30	4958	10000	0.4958000
I	2140000	2150000	14	2742	10000	0.2742000
I	2150000	2160000	4	945	10000	0.0945000
I	2160000	2170000	10	1914	10000	0.1914000
I	2170000	2180000	19	1584	10000	0.1584000
I	2180000	2190000	8	765	10000	0.0765000
I	2190000	2200000	0	0	10000	0.0000000
I	2200000	2210000	12	2254	10000	0.2254000
I	2210000	2220000	16	1466	10000	0.1466000
I	2220000	2230000	37	2007	10000	0.2007000
I	2230000	2240000	14	1470	10000	0.1470000
I	2240000	2250000	5	504	10000	0.0504000
I	2250000	2260000	19	2279	10000	0.2279000
I	2260000	2270000	21	608	10000	0.0608000
I	2270000	2280000	16	2009	10000	0.2009000
I	2280000	2290000	1	79	10000	0.0079000
I	2290000	2300000	12	1199	10000	0.1199000
I	2300000	2310000	18	3128	10000	0.3128000
I	2310000	2320000	6	271	10000	0.0271000
I	2320000	2330000	37	1691	10000	0.1691000
I	2330000	2340000	44	1983	10000	0.1983000
I	2340000	2350000	26	2427	10000	0.2427000
I	2350000	2360000	24	2375	10000	0.2375000
